 2026-07-29 12:39:14 container,info,debug [CONTAINER]: postgres: *** start
 2026-07-29 12:39:18 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:39:18.755622Z  INFO fastadhunter::privilege::imp: dropped privileges after binding uid=65532 gid=65532
 2026-07-29 12:39:18 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:39:18.758753Z  INFO fastadhunter: API listening url=https://0.0.0.0:8443
 2026-07-29 12:40:03 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:03.052354Z  INFO fah_rules::lifecycle: list refreshed list=big.oisd.nl rules=702333
 2026-07-29 12:40:05 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:05.592041Z  INFO fah_rules::lifecycle: list refreshed list=filter_1 rules=702333
 2026-07-29 12:40:07 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:07.808103Z  INFO fah_rules::lifecycle: list refreshed list=filter_2 rules=702333
 2026-07-29 12:40:10 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:10.163990Z  INFO fah_rules::lifecycle: list refreshed list=filter_3 rules=702333
 2026-07-29 12:40:12 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:12.479912Z  INFO fah_rules::lifecycle: list refreshed list=filter_11 rules=702333
 2026-07-29 12:40:15 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:15.007346Z  INFO fah_rules::lifecycle: list refreshed list=filter_18 rules=702333
 2026-07-29 12:40:17 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:17.349987Z  INFO fah_rules::lifecycle: list refreshed list=filter_30 rules=702333
 2026-07-29 12:40:19 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:19.706721Z  INFO fah_rules::lifecycle: list refreshed list=filter_43 rules=702333
 2026-07-29 12:40:22 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:22.267519Z  INFO fah_rules::lifecycle: list refreshed list=filter_48 rules=702333
 2026-07-29 12:40:24 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:24.599289Z  INFO fah_rules::lifecycle: list refreshed list=filter_50 rules=702333
 2026-07-29 12:40:26 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:26.970112Z  INFO fah_rules::lifecycle: list refreshed list=filter_59 rules=702333
 2026-07-29 12:40:29 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:29.349625Z  INFO fah_rules::lifecycle: list refreshed list=filter_63 rules=702333
 2026-07-29 12:40:31 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:31.793148Z  INFO fah_rules::lifecycle: list refreshed list=dyndns rules=702333
 2026-07-29 12:40:34 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:34.212924Z  INFO fah_rules::lifecycle: list refreshed list=hosts rules=702333
 2026-07-29 12:40:36 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:36.417787Z  INFO fah_rules::lifecycle: list refreshed list=spy rules=702333
 2026-07-29 12:40:38 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T09:40:38.661455Z  INFO fah_rules::lifecycle: list refreshed list=doh-vpn-proxy-bypass rules=702333
 2026-07-29 12:44:56 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:44:56.981 EEST [22] LOG:  checkpoint starting: time
 2026-07-29 12:44:57 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:44:57.003 EEST [22] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.002 s, total=0.022 s; sync files=2, longest=0.001 s, average=0.001 s; distance=0 kB, estimate=0 kB; lsn=0/195E668, redo lsn=0/195E610
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: *** stop
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:01.202 EEST [1] LOG:  received smart shutdown request
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:01.218 EEST [1] LOG:  background worker "logical replication launcher" (PID 27) exited with exit code 1
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:01.221 EEST [22] LOG:  shutting down
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:01.222 EEST [22] LOG:  checkpoint starting: shutdown immediate
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:01.227 EEST [22] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.007 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=0 kB; lsn=0/195E718, redo lsn=0/195E718
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:01.239 EEST [1] LOG:  database system is shut down
 2026-07-29 12:54:01 container,info,debug [CONTAINER]: postgres: *** exited with status 0
 2026-07-29 12:54:10 container,info,debug [CONTAINER]: postgres: *** start
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin GOSU_VERSION=1.19 LANG=en_US.utf8 PG_MAJOR=17 PG_VERSION=17.10 PG_SHA256=078a03516dcdbdb705fecaf415ea3d13a956c589e46f09fed68a06fb00598c90 DOCKER_PG_LLVM_DEPS=llvm21-dev ttclang21 PGDATA=/var/lib/postgresql/data/pgdata POSTGRES_DB=fastadhunter POSTGRES_PASSWORD=0penGate5%! POSTGRES_USER=fah POSTGRES_INITDB_ARGS=--encoding='UTF8' --lc-collate='C' --lc-ctype='C' TZ=Europe/Bucharest docker-entrypoint.sh postgres
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: PostgreSQL Database directory appears to contain a database; Skipping initialization
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:11.268 EEST [1] LOG:  starting PostgreSQL 17.10 on aarch64-unknown-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:11.268 EEST [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:11.268 EEST [1] LOG:  listening on IPv6 address "::", port 5432
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:11.272 EEST [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:11.283 EEST [24] LOG:  database system was shut down at 2026-07-29 12:54:01 EEST
 2026-07-29 12:54:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:54:11.300 EEST [1] LOG:  database system is ready to accept connections
 2026-07-29 12:55:03 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:55:03.512 EEST [29] ERROR:  relation "pgagent.pga_job" does not exist at character 15
 2026-07-29 12:55:03 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:55:03.512 EEST [29] STATEMENT:  SELECT * FROM pgagent.pga_job
 2026-07-29 12:59:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:59:11.381 EEST [22] LOG:  checkpoint starting: time
 2026-07-29 12:59:11 container,info,debug [CONTAINER]: postgres: 2026-07-29 12:59:11.400 EEST [22] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.002 s, total=0.020 s; sync files=2, longest=0.001 s, average=0.001 s; distance=0 kB, estimate=0 kB; lsn=0/195E820, redo lsn=0/195E7C8
 2026-07-29 20:48:44 container,info,debug [CONTAINER]: fastadhunter: *** stop
 2026-07-29 20:48:44 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:48:44.545279Z  INFO fastadhunter: fastadhunter shutting down
 2026-07-29 20:48:44 container,info,debug [CONTAINER]: fastadhunter: *** exited with status 0
 2026-07-29 20:49:38 container,info,debug [CONTAINER]: fastadhunter: *** start
 2026-07-29 20:49:38 container,info,debug [CONTAINER]: fastadhunter: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt TZ=Europe/Bucharest /fastadhunter
 2026-07-29 20:49:39 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:49:39.096210Z  INFO fastadhunter: fastadhunter starting config_path=/config/fastadhunter.toml data_dir=/data mode=Dns
 2026-07-29 20:49:41 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:49:41.307283Z  INFO fastadhunter: ruleset compiled from cache rules=702333
 2026-07-29 20:49:41 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:49:41.331985Z  INFO fastadhunter: DNS listeners bound udp=[::]:53 tcp=[::]:53
 2026-07-29 20:49:41 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:49:41.334927Z  INFO fastadhunter::privilege::imp: dropped privileges after binding uid=65532 gid=65532
 2026-07-29 20:49:41 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:49:41.336686Z  INFO fastadhunter: API listening url=https://0.0.0.0:8443
 2026-07-29 20:50:03 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:50:03.081492Z  INFO fah_rules::lifecycle: list refreshed list=big.oisd.nl rules=701949
 2026-07-29 20:50:11 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:50:11.947486Z  INFO fah_rules::lifecycle: list refreshed list=filter_1 rules=701984
 2026-07-29 20:51:14 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:14.303317Z  INFO fah_rules::lifecycle: list refreshed list=filter_2 rules=701984
 2026-07-29 20:51:45 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:45.661896Z  INFO fah_rules::lifecycle: list refreshed list=filter_3 rules=701984
 2026-07-29 20:51:48 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:48.048296Z  INFO fah_rules::lifecycle: list refreshed list=filter_11 rules=701877
 2026-07-29 20:51:50 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:50.495638Z  INFO fah_rules::lifecycle: list refreshed list=filter_18 rules=701733
 2026-07-29 20:51:52 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:52.920146Z  INFO fah_rules::lifecycle: list refreshed list=filter_30 rules=701583
 2026-07-29 20:51:55 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:55.246155Z  INFO fah_rules::lifecycle: list refreshed list=filter_43 rules=701583
 2026-07-29 20:51:57 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:51:57.905222Z  INFO fah_rules::lifecycle: list refreshed list=filter_48 rules=701604
 2026-07-29 20:52:00 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:00.216188Z  INFO fah_rules::lifecycle: list refreshed list=filter_50 rules=701604
 2026-07-29 20:52:02 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:02.551631Z  INFO fah_rules::lifecycle: list refreshed list=filter_59 rules=701604
 2026-07-29 20:52:04 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:04.870288Z  INFO fah_rules::lifecycle: list refreshed list=filter_63 rules=701604
 2026-07-29 20:52:07 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:07.290422Z  INFO fah_rules::lifecycle: list refreshed list=dyndns rules=701604
 2026-07-29 20:52:09 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:09.758805Z  INFO fah_rules::lifecycle: list refreshed list=hosts rules=701604
 2026-07-29 20:52:12 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:12.099290Z  INFO fah_rules::lifecycle: list refreshed list=spy rules=701604
 2026-07-29 20:52:14 container,info,debug [CONTAINER]: fastadhunter: 2026-07-29T17:52:14.307999Z  INFO fah_rules::lifecycle: list refreshed list=doh-vpn-proxy-bypass rules=701604
 2026-07-29 22:34:22 container,info,debug [CONTAINER]: postgres: 2026-07-29 22:34:22.893 EEST [22] LOG:  checkpoint starting: time
 2026-07-29 22:34:28 container,info,debug [CONTAINER]: postgres: 2026-07-29 22:34:28.158 EEST [22] LOG:  checkpoint complete: wrote 53 buffers (0.6%); 0 WAL file(s) added, 0 removed, 2 recycled; write=5.238 s, sync=0.014 s, total=5.266 s; sync files=43, longest=0.002 s, average=0.001 s; distance=23360 kB, estimate=23360 kB; lsn=0/302EAC0, redo lsn=0/302EA68
 2026-07-30 17:54:07 container,info,debug [CONTAINER]: fastadhunter: *** stop
 2026-07-30 17:54:07 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:54:07.124629Z  INFO fastadhunter: fastadhunter shutting down
 2026-07-30 17:54:07 container,info,debug [CONTAINER]: fastadhunter: *** exited with status 0
 2026-07-30 17:55:04 container,info,debug [CONTAINER]: fastadhunter: *** removing files
 2026-07-30 17:55:04 container,info,debug [CONTAINER]: fastadhunter: *** remove done
 2026-07-30 17:56:36 container,info,debug [CONTAINER]: fastadhunter: *** repull
 2026-07-30 17:56:36 container,info,debug [CONTAINER]: fastadhunter: *** extracting tar archived image: fastadhunter-arm64-0.2.7.tar
 2026-07-30 17:56:48 container,info,debug [CONTAINER]: fastadhunter: *** download/extract done
 2026-07-30 17:57:04 container,info,debug [CONTAINER]: fastadhunter: *** start
 2026-07-30 17:57:04 container,info,debug [CONTAINER]: fastadhunter: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt TZ=Europe/Bucharest /fastadhunter
 2026-07-30 17:57:04 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:57:04.581469Z  INFO fastadhunter: fastadhunter starting config_path=/config/fastadhunter.toml data_dir=/data mode=Dns
 2026-07-30 17:57:06 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:57:06.792325Z  INFO fastadhunter: ruleset compiled from cache rules=701604
 2026-07-30 17:57:06 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:57:06.804500Z  INFO fastadhunter: DNS listeners bound udp=[::]:53 tcp=[::]:53
 2026-07-30 17:57:06 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:57:06.807522Z  INFO fastadhunter::privilege::imp: dropped privileges after binding uid=65532 gid=65532
 2026-07-30 17:57:06 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:57:06.809498Z  INFO fastadhunter: API listening url=https://0.0.0.0:8443
 2026-07-30 17:57:14 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:57:14.256420Z  INFO fah_rules::lifecycle: scheduled refresh complete lists=16 refreshed=16 failed=0 rules=702366
 2026-07-30 17:58:53 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:58:53.587468Z  INFO fah_rules::lifecycle: list refreshed list=spy rules=702366
 2026-07-30 17:59:29 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T14:59:29.481703Z  INFO fah_rules::lifecycle: refreshed all lists lists=16 refreshed=16 failed=0 rules=702366
 2026-07-30 19:07:51 container,info,debug [CONTAINER]: fastadhunter: *** stop
 2026-07-30 19:07:51 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:07:51.027926Z  INFO fastadhunter: fastadhunter shutting down
 2026-07-30 19:07:51 container,info,debug [CONTAINER]: fastadhunter: *** exited with status 0
 2026-07-30 19:10:03 container,info,debug [CONTAINER]: fastadhunter: *** start
 2026-07-30 19:10:03 container,info,debug [CONTAINER]: fastadhunter: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt TZ=Europe/Bucharest /fastadhunter
 2026-07-30 19:10:03 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:10:03.236776Z  INFO fastadhunter: fastadhunter starting config_path=/config/fastadhunter.toml data_dir=/data mode=Dns
 2026-07-30 19:10:05 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:10:05.569767Z  INFO fastadhunter: ruleset compiled from cache rules=702366
 2026-07-30 19:10:05 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:10:05.575886Z  INFO fastadhunter: DNS listeners bound udp=[::]:53 tcp=[::]:53
 2026-07-30 19:10:05 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:10:05.578420Z  INFO fastadhunter::privilege::imp: dropped privileges after binding uid=65532 gid=65532
 2026-07-30 19:10:05 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:10:05.580885Z  INFO fastadhunter: API listening url=https://0.0.0.0:8443
 2026-07-30 19:10:11 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:10:11.730723Z  INFO fah_rules::lifecycle: scheduled refresh complete lists=16 refreshed=16 failed=0 rules=702415
 2026-07-30 19:12:27 container,info,debug [CONTAINER]: fastadhunter: *** stop
 2026-07-30 19:12:27 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:12:27.381749Z  INFO fastadhunter: fastadhunter shutting down
 2026-07-30 19:12:27 container,info,debug [CONTAINER]: fastadhunter: *** exited with status 0
 2026-07-30 19:15:31 container,info,debug [CONTAINER]: fastadhunter: *** removing files
 2026-07-30 19:15:34 container,info,debug [CONTAINER]: fastadhunter: *** remove done
 2026-07-30 19:16:42 container,info,debug [CONTAINER]: fastadhunter: *** repull
 2026-07-30 19:16:42 container,info,debug [CONTAINER]: fastadhunter: *** extracting tar archived image: fastadhunter-arm64-0.2.7.tar
 2026-07-30 19:16:54 container,info,debug [CONTAINER]: fastadhunter: *** download/extract done
 2026-07-30 19:18:34 container,info,debug [CONTAINER]: fastadhunter: *** start
 2026-07-30 19:18:34 container,info,debug [CONTAINER]: fastadhunter: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt MIMALLOC_PURGE_DELAY=0 MIMALLOC_PURGE_DECOMMITS=1 MIMALLOC_ARENA_EAGER_COMMIT=0 TZ=Europe/Bucharest /fastadhunter
 2026-07-30 19:19:32 container,info,debug [CONTAINER]: fastadhunter: *** stop
 2026-07-30 19:19:32 container,info,debug [CONTAINER]: fastadhunter: *** exited with status 0
 2026-07-30 19:19:47 container,info,debug [CONTAINER]: fastadhunter: *** removing files
 2026-07-30 19:19:50 container,info,debug [CONTAINER]: fastadhunter: *** remove done
 2026-07-30 19:20:59 container,info,debug [CONTAINER]: fastadhunter: *** repull
 2026-07-30 19:20:59 container,info,debug [CONTAINER]: fastadhunter: *** extracting tar archived image: fastadhunter-arm64-0.2.7.tar
 2026-07-30 19:21:11 container,info,debug [CONTAINER]: fastadhunter: *** download/extract done
 2026-07-30 19:21:22 container,info,debug [CONTAINER]: fastadhunter: *** start
 2026-07-30 19:21:22 container,info,debug [CONTAINER]: fastadhunter: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt MIMALLOC_PURGE_DELAY=0 MIMALLOC_PURGE_DECOMMITS=1 MIMALLOC_ARENA_EAGER_COMMIT=0 TZ=Europe/Bucharest /fastadhunter
 2026-07-30 19:21:22 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:21:22.743686Z  INFO fastadhunter: fastadhunter starting config_path=/config/fastadhunter.toml data_dir=/data mode=Dns
 2026-07-30 19:21:25 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:21:25.038203Z  INFO fastadhunter: ruleset compiled from cache rules=702415
 2026-07-30 19:21:25 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:21:25.060304Z  INFO fastadhunter: DNS listeners bound udp=[::]:53 tcp=[::]:53
 2026-07-30 19:21:25 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:21:25.062046Z  INFO fastadhunter::privilege::imp: dropped privileges after binding uid=65532 gid=65532
 2026-07-30 19:21:25 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:21:25.063669Z  INFO fastadhunter: API listening url=https://0.0.0.0:8443
 2026-07-30 19:21:32 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T16:21:32.049455Z  INFO fah_rules::lifecycle: scheduled refresh complete lists=16 refreshed=16 failed=0 rules=702415
 2026-07-30 20:29:50 container,info,debug [CONTAINER]: fastadhunter: *** stop
 2026-07-30 20:29:50 container,info,debug [CONTAINER]: fastadhunter: 2026-07-30T17:29:50.420091Z  INFO fastadhunter: fastadhunter shutting down
 2026-07-30 20:29:50 container,info,debug [CONTAINER]: fastadhunter: *** exited with status 0
 2026-07-30 20:30:05 container,info,debug [CONTAINER]: fastadhunter: *** start
 2026-07-30 20:30:05 container,info,debug [CONTAINER]: fastadhunter: *** started PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt MIMALLOC_PURGE_DELAY=100 MIMALLOC_PURGE_DECOMMITS=1 MIMALLOC_ARENA_EAGER_COMMIT=0 MIMALLOC_VERBOSE=1 TZ=Europe/Bucharest /fastadhunter
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: mimalloc: process init: 0xFFFFF7FFD0C8
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: v3.3.2 (built on Jul 30 2026, 13:49:40)
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'show_errors': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'show_stats': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'verbose': 1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_eager_commit': 1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'arena_eager_commit': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'purge_decommits': 1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'allow_large_os_pages': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'reserve_huge_os_pages': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'reserve_huge_os_pages_at': -1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'reserve_os_memory': 0 KiB
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_segment_cache': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_page_reset': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_abandoned_page_purge': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_segment_reset': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_eager_commit_delay': 1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'purge_delay': 100
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'use_numa_nodes': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'disallow_os_alloc': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'os_tag': 100
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'max_errors': 32
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'max_warnings': 32
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_max_segment_reclaim': 10
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'destroy_on_exit': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'arena_reserve': 1048576 KiB
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'arena_purge_mult': 1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'deprecated_purge_extend_delay': 1
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'disallow_arena_alloc': 0
 2026-07-30 20:30:06 container,info,debug [CONTAINER]: fastadhunter: option 'retry_on_oom': 400
